REGISTRATION_DATE,KC_REPUDIATE_DT,DRIVER_AGE,KC_OUTSTANDING_RESERVE,TIME_TAKEN_REGISTRATION,KC_STATUS,KC_STATUS_TEXT,POLICY_NUMBER,CLAIMNUMBER,RISKNAME,ANALYST_HANDLING,AUTHORIZE_BY,NOTIFICATE_DATE,POLICE_REPORTED,POLICE_STATION_NAME,KC_SUM_INSURED,DATE_LOSS,PERILNAME,NOTIFICATION_DATE,IC_NAME,GP_NAME,GCT_NAME,CLIENT_MOBILE_NUMBER,CLIENT_NAME,INT_TYP,INTERMEDIARY_NAME,INTERMEDIARY_PHONE_NO,COVER_START_DATE,COVER_END_DATE,BR_NAME,MAKE_NAME,MODEL_NAME,MANUFACTURING_YEAR,POLICY_HOLDER_GENDER,POLICY_HOLDER_AGE,KC_FIRST_REPUDIATE_REM,KC_FIRST_REPUDIATE_REM_DATA,KC_SECOND_REPUDIATE_REM,KC_FIFTH_REPUDIATE_REM,GMR_ENGINE_NO,GMR_CHASIS_NO,GMR_VEH_COLOR
,,49.0,500,1,2,Registered,G/WST/00800,C/WST/00876,KB00817,R00010,P00005,,Yes,BURU BURU POLICE STATION,0.0,,Motor Tppi,,Motor Private,Motor Private,Third Party Only,716006720,Millie 00778,Agent,AGAlbert 00005,737000052,,,Westlands,Toyota,Allion Cba-Zzt240,2006,Male,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,49.0,14664,0,49,Accept Releasing Letter,G/CHQ/00801,C/CHQ/00877,KC00818,C00012,J00002,,Yes,PARKLANDS POLICE STATION,1170000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,726006730,Molly 00779,Bancassurance,AGAustin 00015,725000152,,,Chq,Mercedes,E200,2008,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,49.0,39999,0,49,Accept Releasing Letter,G/EMB/00802,C/EMB/00878,KC00819,E00011,J00002,,Yes,ITABUA POLICE STATION,720000.0,,Motor Partial Theft,,Motor Private,Motor Private,Comprehensive,727000430,Monica 00780,Agent,AGCharles 00030,722000302,,,Embu,Toyota,"Premio Nzt26, Zrt26",2009,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,49.0,13913,0,98,Dv Sent To Cutomer,G/NKU/00803,C/NKU/00879,KD00820,C00012,J00002,,No,,1770000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,720006740,Nancy 00781,Bancassurance,AGAlec 00006,722000062,,,Nakuru,Mazda,Cx-5 Ke,2013,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,49.0,114898,0,64,Reinspection Completed,G/WST/00804,C/WST/00880,KD00821,R00010,G00001,,Yes,TIGONI,2640000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721006750,Naomi 00782,Broker,AGHannah 00254,794002352,,,Westlands,Honda,Vezel,2017,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,49.0,110000,1,74,Authorized Payment,G/MCH/00805,C/MCH/00881,KC00822,C00012,P00005,,Yes,KATISSA POLICE STATION,1380000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,790006760,Natalie 00783,Agent,AGAnthony 00011,728000112,,,Machakos,Mitsubishi,L200,2009,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,49.0,144850,0,29,Settlement Letter Printed,G/HQS/00806,C/HQS/00882,KB00823,J00014,J00002,,Yes,KIAMBU,5000000.0,,Motor Material Damage,,Motor Private,Motor Pack,Comprehensive,722006770,Natasha 00784,Direct,AGDamian 00037,372,,,Head Office,Toyota,Land Cruiser 200 J2,2007,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,49.0,2000,0,2,Registered,KTD/00807,C/KTD/00883,KB00824,R00010,J00002,,Yes,BURUBURU POLICE STATION,0.0,,Motor Tppd,,Motor Private,Motor Private,Third Party Only,722006780,Nicola 00785,Agent,AGArnold 00013,722000132,,,Ktda,Mercedes-Benz,/8 W114,2002,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,49.0,8900,0,2,Registered,NKU/00808,C/NKU/00884,KC00825,G00008,J00002,,Yes,NAKURU CENTRAL POLICE STATION,0.0,,Motor Tppd,,Motor Commercial,Motor Commercial Own Goods,Third Party Only,722006790,Nicole 00786,Agent,AGPatrick 00130,725001202,,,Nakuru,Mitsubishi,Asx Gaw,2012,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,25782,0,49,Accept Releasing Letter,G/HQS/00809,C/HQS/00885,KC00826,R00001,J00002,,Yes,KASARANI,1100000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,723006800,Nina 00787,Broker,AGBrian 00023,202000232,,,Head Office,Toyota,Rav 4,2008,,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,47655,0,97,Approved By Internal Assessor,G/MRU/00810,C/MRU/00886,KC00827,R00010,G00001,,Yes,Subukia police station,3700000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,713001550,Wesley 00171,Dsf,AGKieran 00101,722000932,,,Meru,Isuzu,Frr,2019,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,4640,1,49,Accept Releasing Letter,G/NKU/00811,C/NKU/00887,KD00828,M00009,J00002,,No,,1120000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721006810,Nora 00788,Bancassurance,AGAlan 00004,203000042,,,Nakuru,Mazda,Premacy Cp,2014,Male,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,70000,0,74,Authorized Payment,G/NKU/00812,C/NKU/00888,KC00829,G00008,J00002,,No,,1300000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,720000960,Olivia 00789,Bancassurance,AGOwen 00129,723001192,,,Nakuru,Toyota,Harrier Acu30W,2008,Male,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,22610,0,49,Accept Releasing Letter,G/KTD/00813,C/KTD/00889,KD00830,R00010,G00001,,Yes,EMBAKASI POLICE STATION,1130000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722006820,Paige 00790,Agent,AGNigel 00124,203001142,,,Ktda,Toyota,"Auris Nze18, Zre18",2015,,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,0,0,74,Authorized Payment,G/HGS/00814,C/HGS/00890,KD00831,G00008,J00002,,Yes,ONGATA RONGAI POLICE STATION,1020000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,729006830,Patricia 00791,Bancassurance,AGAlan 00004,203000042,,,Hughes,Nissan,Note E12,2015,,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,2500,1,2,Registered,G/RKA/00815,C/RKA/00891,KC00832,G00008,J00002,,No,,0.0,,Motor Tppi,,Motor Private,Motor Private,Third Party Only,720006840,Paula 00792,Bancassurance,AGAlec 00006,722000062,,,Ruaka,Honda,Freed,2011,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,16154,1,42,Repair Start Requested,HGS/00816,C/HGS/00892,KA00833,E00011,J00002,,Yes,KASARANI POLICE STATION,550000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722006850,Pauline 00793,Agent,AGFelix 00055,722000552,,,Hughes,Toyota,Rav 4,2001,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,40646,1,49,Accept Releasing Letter,G/CHQ/00379,C/CHQ/00893,KD00834,R00010,P00005,,No,,4500000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,203003370,Caleb 00372,Bancassurance,AGAlec 00006,722000062,,,Chq,Isuzu,D-Max,2022,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,14000,1,19,Return For Review,G/HQS/00388,C/HQS/00894,KC00835,R00001,J00002,,Yes,NYANDO,2700000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722003120,Christian 00378,Agent,AGLiam 00107,722000982,,,Head Office,,,2018,Female,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,16788,1,49,Accept Releasing Letter,G/HQS/00388,C/HQS/00895,KC00835,R00001,J00002,,Yes,KIKUYU,2700000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722003120,Christian 00378,Agent,AGLiam 00107,722000982,,,Head Office,,,2018,Female,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,14000,1,2,Registered,G/HQS/00817,C/HQS/00896,KA00836,R00001,J00002,,Yes,NAIROBI AREA,750000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial Institutional Vehicles,Comprehensive,722003120,Christian 00378,Agent,AGLiam 00107,722000982,,,Head Office,Isuzu,Npr,2007,Female,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,50.0,25200,0,106,Ready For Payment,G/KTD/00818,C/KTD/00897,KD00837,M00009,G00001,,Yes,MACHAKOS POLIC ESTATION,4300000.0,,Motor Material Damage,,Motor Commercial Psv,Psv Asset,Comprehensive,722003540,Donald 00392,Bancassurance,AGAlan 00004,203000042,,,Ktda,Toyota,Hiace,2023,Female,10.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,5934,1,106,Ready For Payment,G/RNG/00819,C/RNG/00898,KD00838,G00008,J00002,,No,,2280000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,712006860,Pearl 00794,Bancassurance,AGAlec 00006,722000062,,,Rongai,Nissan,Xtrail,2014,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,0,1,74,Authorized Payment,G/HGS/00820,C/HGS/00899,KD00839,G00008,J00002,,No,,1750000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,742006870,Penelope 00795,Bancassurance,AGAlec 00006,722000062,,,Hughes,Toyota,Corolla Ae96,2017,,52.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,8874,0,49,Accept Releasing Letter,G/KTD/00821,C/KTD/00900,KD00840,R00010,G00001,,Yes,RUARAKA POLICE STATION,2350000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,719000100,Philippa 00796,Agent,AGHarriet 00255,701002362,,,Ktda,Mazda,Cx-5 Ke,2016,,52.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,18550,0,49,Accept Releasing Letter,G/MSA/00822,C/MSA/00901,KC00841,R00001,P00005,,Yes,kabete,2670000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725006880,Aaron 00797,Broker,AGCarl 00029,725000292,,,Mombasa,Toyota,"Harrier Sxu1, Mcu1, Acu1",2015,,51.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,1338,1,49,Accept Releasing Letter,G/MSA/00823,C/MSA/00902,KC00842,M00009,J00002,,No,,700000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,720006890,Adam 00798,Bancassurance,AGAlan 00004,203000042,,,Mombasa,Toyota,Ractis,2012,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,69802,1,62,Reinspection Appointed,G/WST/00824,C/WST/00903,KB00843,M00009,G00001,,Yes,NAIVASHA POLICE STATION,1500000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,722006900,Adrian 00799,Bancassurance,AGAlan 00004,203000042,,,Westlands,Mitsubishi,Fuso Fh,2009,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,0,0,6,First Assessor Complete,G/HGS/00825,C/HGS/00904,KC00844,E00011,P00005,,Yes,KILIMANI POLICE STATION,870000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial Own Goods,Comprehensive,740006560,Alan 00800,Agent,AGHeather 00256,722002372,,,Hughes,Toyota,"Noah/Voxy Zrr8, Zwr8",2009,,40.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,0,0,57,Initial Rejected,HGS/00826,C/HGS/00905,KC00845,E00011,M00006,,Yes,TALA POLICE STATION,900000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721006910,Albert 00801,Broker,AGHelen 00257,722002382,,,Hughes,Toyota,Fielder,2012,,25.0,"Misrepresentation of material facts (Suspected Fraud), Staged events (Suspected Fraud), OK","Misrepresentation of material facts (Suspected Fraud), Staged events (Suspected Fraud), OK",No Repudiation,No Repudiation,,,
,,51.0,35700,0,74,Authorized Payment,HQS/00827,C/HQS/00906,KC00846,E00011,P00005,,Yes,MWALA,3650000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722006920,Alec 00802,Bancassurance,AGBeatrice 00194,709001782,,,Head Office,Toyota,Hilux Gun1,2011,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,51.0,12982,0,49,Accept Releasing Letter,G/HGS/00828,C/HGS/00907,KC00847,E00011,J00002,,Yes,NAIROBI AREA POLICE STATION,2400000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial Institutional Vehicles,Comprehensive,720006490,Louise 00754,Agent,AGGail 00249,792002302,,,Hughes,Toyota,Hiace,2014,Female,14.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,32822,0,95,Internal Assessor Appointed,G/MRU/00829,C/MRU/00908,KD00848,R00010,G00001,,Yes,ISIOLO TRAFFIC BASE,1010000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,720006930,Alex 00803,Agent,AGHolly 00258,720002392,,,Meru,Honda,Fit,2014,,66.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,24680,0,2,Registered,G/RKA/00830,C/RKA/00909,KC00849,N00004,N00004,,Yes,STAREHE POLICE STATION,500000.0,,Motor Tppd,,Motor Private,Motor Private,Comprehensive,720006940,Alexander 00804,Bancassurance,AGAlec 00006,722000062,,,Ruaka,,,2011,Male,52.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,21682,1,49,Accept Releasing Letter,G/HQS/00831,C/HQS/00910,KD00850,M00009,M00006,,Yes,"KILIMANI POLICE STATION, NAIROBI",650000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722006950,Alfred 00805,Agent,AGImogen 00259,787002402,,,Head Office,Nissan,Note E12,2013,,52.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,1572,0,49,Accept Releasing Letter,G/KKM/00832,C/KKM/00911,KD00851,C00012,J00002,,Yes,KAKAMEGA POLICE STATION,1000000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722006960,Andrew 00806,Agent,AGIrene 00260,725002412,,,Kakamega,Toyota,Fielder,2014,Male,52.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,13160,1,49,Accept Releasing Letter,G/KGL/00833,C/KGL/00912,KD00852,M00009,G00001,,Yes,KITENGELA POLICESTATION,950000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725000210,Anthony 00807,Bancassurance,AGAlan 00004,203000042,,,Kitengela,Toyota,Axio,2013,Male,52.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,2500,0,2,Registered,G/KSI/00834,C/KSI/00913,KC00853,C00012,M00006,,Yes,KIAMBU POLICE STATION,0.0,,Motor Tppd,,Motor Commercial,Motor Commercial General Cartage,Third Party Only,722006970,Archie 00808,Agent,AGAda 00175,732001612,,,Kisii,Dongfeng Sokon (Dfsk),Glory 580,2015,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,0,1,25,Return,G/KTD/00835,C/KTD/00914,KC00854,M00009,G00001,,Yes,ATHI RIVER,850000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,710006980,Arnold 00809,Bancassurance,AGAlan 00004,203000042,,,Ktda,Toyota,Fielder,2010,,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,500,1,2,Registered,HGS/00836,C/HGS/00915,KB00855,E00011,M00006,,Yes,PANGANI TRAFFIC BAZE,0.0,,Motor Tppd,,Motor Private,Motor Private,Third Party Only,706006990,Arthur 00810,Agent,AGBernadette 00196,722001802,,,Hughes,Toyota,Corolla Ae86,2004,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,11938,0,74,Authorized Payment,HQS/00837,C/HQS/00916,KC00856,R00001,G00001,,Yes,KAREN,3500000.0,,Motor Material Damage,,Motor Private,Motor Pack,Comprehensive,790007000,Austin 00811,Direct,AGDamian 00037,372,,,Head Office,Toyota,"Land Cruiser 150 Trj15, Kdj15, Grj15, Gdj15",2014,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,52.0,1351,0,98,Dv Sent To Cutomer,G/KSM/00838,C/KSM/00917,KM00857,C00012,J00002,,No,,100000.0,,Motor Material Damage,,Motor Private,Motorcycle Private,Comprehensive,721007010,Barry 00812,Agent,AGIsabella 00261,721002422,,,Kisumu,Bajaj,Boxer Bm 150,2020,Female,8.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,14700,0,6,First Assessor Complete,G/NYR/00839,C/NYR/00918,KC00858,M00009,J00002,,Yes,MAKONGENI POLICESTATION,740000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,709002770,Benjamin 00813,Bancassurance,AGMax 00117,728001082,,,Nyeri,Toyota,"Isis Znm1, Anm1, Zgm1",2011,Male,53.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,12539,1,74,Authorized Payment,G/KSM/00840,C/KSM/00919,KC00859,E00011,G00001,,Yes,OLKALOU POLICE STATION,800000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,733007020,Bernard 00814,Agent,AGAlice 00179,727001652,,,Kisumu,Toyota,Fielder,2010,Male,53.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,1052,0,97,Approved By Internal Assessor,G/HQS/00841,C/HQS/00920,KC00860,R00001,P00005,,Yes,NGARARIA,580000.0,,Motor Partial Theft,,Motor Private,Motor Private,Comprehensive,720007030,Blake 00815,Broker,AGIsabelle 00262,722002432,,,Head Office,Toyota,Probox Ncp160,2011,Male,53.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,8200,1,2,Registered,G/NYR/00842,C/NYR/00921,KC00861,G00008,P00005,,No,,0.0,,Motor Tppd,,Motor Private,Motor Private,Third Party Only,711000070,Bradley 00816,Bancassurance,AGAlex 00007,711000072,,,Nyeri,Mazda,Demio Dw,2010,Male,53.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,192656,1,74,Authorized Payment,G/KKM/00843,C/KKM/00922,KD00862,G00008,M00006,,No,,6100000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,729007040,Brandon 00817,Bancassurance,AGAlec 00006,722000062,,,Kakamega,Isuzu,Frr90,2023,Male,47.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,0,1,74,Authorized Payment,G/KTD/00835,C/KTD/00923,KC00854,M00009,J00002,,No,,850000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,710006980,Arnold 00809,Bancassurance,AGAlan 00004,203000042,,,Ktda,Toyota,Fielder,2010,,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,27496,0,97,Approved By Internal Assessor,G/EMB/00844,C/EMB/00924,KD00863,G00008,P00005,,Yes,KERUGOYA POLICE STATION,1300000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721007050,Brendan 00818,Agent,AGKenneth 00099,77000912,,,Embu,Toyota,Fielder,2015,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,8200,0,2,Registered,KTD/00845,C/KTD/00925,KC00864,R00010,G00001,,Yes,KAREN POLICE STATION,0.0,,Motor Tppd,,Motor Commercial Psv,Psv Chauffeur Driven,Third Party Only,722000130,Brian 00819,Agent,AGArnold 00013,722000132,,,Ktda,Toyota,Vitz,2011,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,53.0,48676,1,42,Repair Start Requested,G/MCH/00846,C/MCH/00926,KD00865,E00011,J00002,,No,,2400000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial Institutional Vehicles,Comprehensive,720007060,Bruce 00820,Bancassurance,AGAlec 00006,722000062,,,Machakos,Toyota,Hiace I Mk I,2016,Female,7.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,54.0,870,1,74,Authorized Payment,G/NKU/00847,C/NKU/00927,KC00866,G00008,J00002,,No,,500000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722007070,Bryan 00821,Bancassurance,AGAlec 00006,722000062,,,Nakuru,Toyota,"Probox/Succeed Nlp5, Ncp5",2009,Male,67.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,54.0,13000,1,64,Reinspection Completed,G/HQS/00848,C/HQS/00928,KC00867,R00001,J00002,,Yes,KERUGOYA,860000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,704007080,Caleb 00822,Agent,AGCharlotte 00213,704001952,,,Head Office,Toyota,Fielder,2011,Male,54.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,54.0,6276,1,57,Initial Rejected,G/WST/00849,C/WST/00929,KD00868,M00009,J00002,,Yes,WANGURU,1500000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,723007090,Callum 00823,Bancassurance,AGAlan 00004,203000042,,,Westlands,Toyota,Wish E2,2015,Male,54.0,"Wrong use of vehicle, Misrepresentation of material facts (Suspected Fraud), Staged events (Suspected Fraud), DECLINED","Wrong use of vehicle, Misrepresentation of material facts (Suspected Fraud), Staged events (Suspected Fraud), DECLINED",No Repudiation,No Repudiation,,,
,,54.0,14000,0,10,First Investigator Completed,G/KTD/00850,C/KTD/00930,KD00869,R00010,G00001,,Yes,RUIRU TRAFFIC BASE,1440000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,723003090,Calvin 00824,Agent,AGRyan 00145,723001332,,,Ktda,Toyota,Axio,2016,,53.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,54.0,8632,0,49,Accept Releasing Letter,G/KTD/00851,C/KTD/00931,KD00870,R00010,J00002,,Yes,INDO AREA POLICE STATION,650000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722007100,Carl 00825,Agent,AGAva 00193,722001772,,,Ktda,Toyota,Spade Ncp14,2013,Male,54.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,54.0,37743,1,97,Approved By Internal Assessor,G/EMB/00852,C/EMB/00932,KD00871,M00009,G00001,,No,,2100000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721007110,Charles 00826,Bancassurance,AGAlan 00004,203000042,,,Embu,Nissan,Xtrail,2015,,55.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,54.0,0,0,69,Claim Closed,G/HQS/00853,C/HQS/00933,KD00872,R00001,J00002,,Yes,NAIROBI AREA,11745809.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,706000020,Charlie 00827,Broker,AGAdam 00002,736000022,,,Head Office,Hyundai,Santa Fe I Mk I,2017,Female,17.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,54.0,14642,1,42,Repair Start Requested,G/MCH/00854,C/MCH/00934,KD00873,M00009,G00001,,Yes,KARURI POLICE STATION,2600000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,707007120,Christian 00828,Bancassurance,AGAlan 00004,203000042,,,Machakos,Isuzu,D-Max,2020,Female,5.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,55.0,500,1,2,Registered,G/KTD/00855,C/KTD/00935,KB00874,R00010,A00007,,Yes,EMBAKASI POLICE STATION,0.0,,Motor Tppd,,Motor Private,Motor Private,Third Party Only,722007130,Christopher 00829,Direct,AGDamian 00037,372,,,Ktda,Toyota,Nze124G,2002,Male,55.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,55.0,1,1,2,Registered,G/RKA/00856,C/RKA/00936,KW00875,M00009,J00002,,Yes,KILIMANI POLICE STATION,0.0,,Motor Tppd,,Motor Commercial,Motor Commercial General Cartage,Third Party Only,720000220,Colin 00830,Agent,AGBlake 00019,754000192,,,Ruaka,Isuzu,Elf,1984,Male,55.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,55.0,0,1,74,Authorized Payment,G/RNG/00419,C/RNG/00937,KB00431,G00008,M00006,,No,,40000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,708003650,Frederick 00405,Bancassurance,AGAlec 00006,722000062,,,Rongai,Mitsubishi,Fhr15,2013,Male,55.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,55.0,0,0,74,Authorized Payment,G/HQS/00857,C/HQS/00938,KC00876,R00001,P00005,,Yes,ATHI RIVER,450000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722007140,Connor 00831,Dsf,AGCharlie 00031,727000312,,,Head Office,Honda,Fit,2009,Female,24.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,55.0,21400,0,9,First Investigator Appointed,G/MCH/00858,C/MCH/00939,KC00877,E00011,P00005,,No,,920000.0,,Motor Completely Fire,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,733007150,Craig 00832,Agent,AGNoah 00125,733001152,,,Machakos,Toyota,Hilux Gun1,2008,Male,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,55.0,113670,1,74,Authorized Payment,G/RKA/00859,C/RKA/00940,KD00878,M00009,G00001,,No,,2600000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,713007160,Damian 00833,Direct,AGDamian 00037,372,,,Ruaka,Subaru,Forester Sj,2014,,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,55.0,26630,1,64,Reinspection Completed,G/ELD/00382,C/ELD/00941,KD00383,G00008,J00002,,Yes,ELDORET POLICE STATION,6500000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial Institutional Vehicles,Comprehensive,720003390,Calvin 00374,Agent,AGTimothy 00159,729001462,,,Eldoret,Scania,Scania,2020,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,56.0,0,1,74,Authorized Payment,G/WST/00860,C/WST/00942,KD00879,M00009,G00001,,Yes,KAREN POLICE STATION,1050000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722007170,Daniel 00834,Bancassurance,AGAlan 00004,203000042,,,Westlands,Toyota,Fielder,2014,Male,65.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,56.0,25748,0,49,Accept Releasing Letter,G/MRU/00861,C/MRU/00943,KC00880,R00010,G00001,,Yes,NKUBU POLICE STATION,580000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,720007180,Darren 00835,Dsf,AGKieran 00101,722000932,,,Meru,Toyota,Vitz,2012,Male,56.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
